building_name,full_timestamp,region,region_id,usage_kwh_norm_orig,usage_pb,apparent_temperature_norm,temp_lag_1h,temp_lag_24h,precipitation,is_day,is_holiday,is_weekend,hour,day_of_week,month,season,lag_1h,lag_24h,rollmean_24h,y_next,usage_kwh_norm,building_id,DateTime,hour_sin,hour_cos,usage_kwh_normalised,normalized_temperature,target_next_hour
Aberdeen 33_11kV,2007-01-02 20:00:00,NSW,1,0.058894426,0.41522774,0.58237547,0.59195405,0.5996169,0.0,1,0,0,20,1,1,Summer,0.422504,0.36783725,0.32700208,0.40591097,0.058894426,,,,,,,
Aberdeen 33_11kV,2007-01-02 21:00:00,NSW,1,0.05886641,0.40591097,0.54022986,0.58237547,0.5670498,1.0,0,0,0,21,1,1,Summer,0.41522774,0.36119533,0.32897666,0.39856532,0.05886641,,,,,,,
Aberdeen 33_11kV,2007-01-02 22:00:00,NSW,1,0.058844324,0.39856532,0.49808428,0.54022986,0.5210728,2.5,0,0,0,22,1,1,Summer,0.40591097,0.3173965,0.3308398,0.42151535,0.058844324,,,,,,,
Aberdeen 33_11kV,2007-01-02 23:00:00,NSW,1,0.05891333,0.42151535,0.48467433,0.49808428,0.48467433,2.6,0,0,0,23,1,1,Summer,0.39856532,0.2743584,0.33422187,0.41536897,0.05891333,,,,,,,
Aberdeen 33_11kV,2007-01-03 00:00:00,NSW,1,0.05889485,0.41536897,0.4770115,0.48467433,0.46743295,1.9,0,0,0,0,2,1,Summer,0.42151535,0.24504147,0.3403534,0.31797758,0.05889485,,,,,,,
Aberdeen 33_11kV,2007-01-03 01:00:00,NSW,1,0.05860201,0.31797758,0.4827586,0.4770115,0.46168584,0.7,0,0,0,1,2,1,Summer,0.41536897,0.24090591,0.34745038,0.2709476,0.05860201,,,,,,,
Aberdeen 33_11kV,2007-01-03 02:00:00,NSW,1,0.058460597,0.2709476,0.48084292,0.4827586,0.46360153,0.3,0,0,0,2,2,1,Summer,0.31797758,0.22726895,0.3506617,0.25233385,0.058460597,,,,,,,
Aberdeen 33_11kV,2007-01-03 03:00:00,NSW,1,0.05840463,0.25233385,0.47509578,0.48084292,0.47126436,0.5,0,0,0,3,2,1,Summer,0.2709476,0.21744668,0.35248163,0.25083968,0.05840463,,,,,,,
Aberdeen 33_11kV,2007-01-03 04:00:00,NSW,1,0.058400135,0.25083968,0.46360153,0.47509578,0.46743295,0.6,0,0,0,4,2,1,Summer,0.25233385,0.21431093,0.35393527,0.24282378,0.058400135,,,,,,,
Aberdeen 33_11kV,2007-01-03 05:00:00,NSW,1,0.058376033,0.24282378,0.45210728,0.46360153,0.46168584,1.3,0,0,0,5,2,1,Summer,0.25083968,0.19948336,0.3554573,0.27138743,0.058376033,,,,,,,
Aberdeen 33_11kV,2007-01-03 06:00:00,NSW,1,0.05846192,0.27138743,0.45210728,0.45210728,0.44252872,0.7,0,0,0,6,2,1,Summer,0.24282378,0.21982667,0.35726315,0.32059792,0.05846192,,,,,,,
Aberdeen 33_11kV,2007-01-03 07:00:00,NSW,1,0.058609888,0.32059792,0.44444445,0.45210728,0.45402297,0.5,1,0,0,7,2,1,Summer,0.27138743,0.2722299,0.3594115,0.3326478,0.058609888,,,,,,,
Aberdeen 33_11kV,2007-01-03 08:00:00,NSW,1,0.05864612,0.3326478,0.44252872,0.44444445,0.4827586,0.5,1,0,0,8,2,1,Summer,0.32059792,0.3194048,0.36142686,0.349812,0.05864612,,,,,,,
Aberdeen 33_11kV,2007-01-03 09:00:00,NSW,1,0.05869773,0.349812,0.44827586,0.44252872,0.50766283,0.2,1,0,0,9,2,1,Summer,0.3326478,0.37260592,0.36197865,0.36676806,0.05869773,,,,,,,
Aberdeen 33_11kV,2007-01-03 10:00:00,NSW,1,0.058748715,0.36676806,0.44827586,0.44827586,0.5421456,0.2,1,0,0,10,2,1,Summer,0.349812,0.38107774,0.3610289,0.37636608,0.058748715,,,,,,,
Aberdeen 33_11kV,2007-01-03 11:00:00,NSW,1,0.058777574,0.37636608,0.4731801,0.44827586,0.5344828,0.4,1,0,0,11,2,1,Summer,0.36676806,0.3698778,0.36043265,0.40590724,0.058777574,,,,,,,
Aberdeen 33_11kV,2007-01-03 12:00:00,NSW,1,0.0588664,0.40590724,0.47509578,0.4731801,0.53065133,0.6,1,0,0,12,2,1,Summer,0.37636608,0.3841887,0.360703,0.4012724,0.0588664,,,,,,,
Aberdeen 33_11kV,2007-01-03 13:00:00,NSW,1,0.058852464,0.4012724,0.4827586,0.47509578,0.54022986,1.1,1,0,0,13,2,1,Summer,0.40590724,0.40310353,0.36160794,0.41294315,0.058852464,,,,,,,
Aberdeen 33_11kV,2007-01-03 14:00:00,NSW,1,0.058887556,0.41294315,0.48850575,0.4827586,0.54022986,0.5,1,0,0,14,2,1,Summer,0.4012724,0.42285338,0.36153165,0.38511544,0.058887556,,,,,,,
Aberdeen 33_11kV,2007-01-03 15:00:00,NSW,1,0.058803882,0.38511544,0.50574714,0.48850575,0.5555556,0.0,1,0,0,15,2,1,Summer,0.41294315,0.39848354,0.36111873,0.38402766,0.058803882,,,,,,,
Aberdeen 33_11kV,2007-01-03 16:00:00,NSW,1,0.05880061,0.38402766,0.53065133,0.50574714,0.5670498,0.0,1,0,0,16,2,1,Summer,0.38511544,0.39503682,0.36056173,0.37725192,0.05880061,,,,,,,
Aberdeen 33_11kV,2007-01-03 17:00:00,NSW,1,0.058780238,0.37725192,0.55172414,0.53065133,0.57471263,0.0,1,0,0,17,2,1,Summer,0.38402766,0.40840122,0.360103,0.36731565,0.058780238,,,,,,,
Aberdeen 33_11kV,2007-01-03 18:00:00,NSW,1,0.05875036,0.36731565,0.53065133,0.55172414,0.59386975,0.0,1,0,0,18,2,1,Summer,0.37725192,0.41321075,0.35880512,0.36958912,0.05875036,,,,,,,
Aberdeen 33_11kV,2007-01-03 19:00:00,NSW,1,0.058757197,0.36958912,0.52681994,0.53065133,0.59195405,0.0,1,0,0,19,2,1,Summer,0.36731565,0.422504,0.35689282,0.37276202,0.058757197,,,,,,,
Aberdeen 33_11kV,2007-01-03 20:00:00,NSW,1,0.058766738,0.37276202,0.5249042,0.52681994,0.58237547,0.0,1,0,0,20,2,1,Summer,0.36958912,0.41522774,0.35468802,0.36670858,0.058766738,,,,,,,
Aberdeen 33_11kV,2007-01-03 21:00:00,NSW,1,0.058748536,0.36670858,0.50383145,0.5249042,0.54022986,0.0,0,0,0,21,2,1,Summer,0.37276202,0.40591097,0.35291862,0.36943176,0.058748536,,,,,,,
Aberdeen 33_11kV,2007-01-03 22:00:00,NSW,1,0.058756724,0.36943176,0.48659003,0.50383145,0.49808428,0.0,0,0,0,22,2,1,Summer,0.36670858,0.39856532,0.3512852,0.40308866,0.058756724,,,,,,,
Aberdeen 33_11kV,2007-01-03 23:00:00,NSW,1,0.058857925,0.40308866,0.4731801,0.48659003,0.48467433,0.0,0,0,0,23,2,1,Summer,0.36943176,0.42151535,0.35007128,0.4117575,0.058857925,,,,,,,
Aberdeen 33_11kV,2007-01-04 00:00:00,NSW,1,0.05888399,0.4117575,0.46551725,0.4731801,0.4770115,0.0,0,0,0,0,3,1,Summer,0.40308866,0.41536897,0.3493035,0.3225096,0.05888399,,,,,,,
Aberdeen 33_11kV,2007-01-04 01:00:00,NSW,1,0.058615636,0.3225096,0.46360153,0.46551725,0.4827586,0.0,0,0,0,1,3,1,Summer,0.4117575,0.31797758,0.34915304,0.2866573,0.058615636,,,,,,,
Aberdeen 33_11kV,2007-01-04 02:00:00,NSW,1,0.058507834,0.2866573,0.45785442,0.46360153,0.48084292,0.0,0,0,0,2,3,1,Summer,0.3225096,0.2709476,0.34934187,0.25612622,0.058507834,,,,,,,
Aberdeen 33_11kV,2007-01-04 03:00:00,NSW,1,0.05841603,0.25612622,0.45210728,0.45785442,0.47509578,0.0,0,0,0,3,3,1,Summer,0.2866573,0.25233385,0.34999645,0.25992107,0.05841603,,,,,,,
Aberdeen 33_11kV,2007-01-04 04:00:00,NSW,1,0.058427442,0.25992107,0.45210728,0.45210728,0.46360153,0.0,0,0,0,4,3,1,Summer,0.25612622,0.25083968,0.35015446,0.24928607,0.058427442,,,,,,,
Aberdeen 33_11kV,2007-01-04 05:00:00,NSW,1,0.058395464,0.24928607,0.45210728,0.45210728,0.45210728,0.0,0,0,0,5,3,1,Summer,0.25992107,0.24282378,0.35053286,0.285738,0.058395464,,,,,,,
Aberdeen 33_11kV,2007-01-04 06:00:00,NSW,1,0.05850507,0.285738,0.4386973,0.45210728,0.45210728,0.0,0,0,0,6,3,1,Summer,0.24928607,0.27138743,0.35080212,0.33487168,0.05850507,,,,,,,
Aberdeen 33_11kV,2007-01-04 07:00:00,NSW,1,0.058652807,0.33487168,0.44636014,0.4386973,0.44444445,0.0,1,0,0,7,3,1,Summer,0.285738,0.32059792,0.35140005,0.32563293,0.058652807,,,,,,,
Aberdeen 33_11kV,2007-01-04 08:00:00,NSW,1,0.058625028,0.32563293,0.46551725,0.44636014,0.44252872,0.0,1,0,0,8,3,1,Summer,0.33487168,0.3326478,0.35199478,0.37810183,0.058625028,,,,,,,
Aberdeen 33_11kV,2007-01-04 09:00:00,NSW,1,0.058782794,0.37810183,0.4731801,0.46551725,0.44827586,0.0,1,0,0,9,3,1,Summer,0.32563293,0.349812,0.3517025,0.3809898,0.058782794,,,,,,,
Aberdeen 33_11kV,2007-01-04 10:00:00,NSW,1,0.058791477,0.3809898,0.5019157,0.4731801,0.44827586,0.0,1,0,0,10,3,1,Summer,0.37810183,0.36676806,0.35288125,0.3895756,0.058791477,,,,,,,
Aberdeen 33_11kV,2007-01-04 11:00:00,NSW,1,0.058817293,0.3895756,0.54789275,0.5019157,0.4731801,0.0,1,0,0,11,3,1,Summer,0.3809898,0.37636608,0.3534738,0.4011138,0.058817293,,,,,,,
Aberdeen 33_11kV,2007-01-04 12:00:00,NSW,1,0.058851987,0.4011138,0.59195405,0.54789275,0.47509578,0.0,1,0,0,12,3,1,Summer,0.3895756,0.40590724,0.3540242,0.4134375,0.058851987,,,,,,,
Aberdeen 33_11kV,2007-01-04 13:00:00,NSW,1,0.058889043,0.4134375,0.62643677,0.59195405,0.4827586,0.0,1,0,0,13,3,1,Summer,0.4011138,0.4012724,0.3538245,0.41618544,0.058889043,,,,,,,
Aberdeen 33_11kV,2007-01-04 14:00:00,NSW,1,0.058897305,0.41618544,0.62068963,0.62643677,0.48850575,0.0,1,0,0,14,3,1,Summer,0.4134375,0.41294315,0.35433137,0.4386176,0.058897305,,,,,,,
Aberdeen 33_11kV,2007-01-04 15:00:00,NSW,1,0.058964755,0.4386176,0.61494255,0.62068963,0.50574714,0.0,1,0,0,15,3,1,Summer,0.41618544,0.38511544,0.35446647,0.47050282,0.058964755,,,,,,,
Aberdeen 33_11kV,2007-01-04 16:00:00,NSW,1,0.05906063,0.47050282,0.6111111,0.61494255,0.53065133,0.0,1,0,0,16,3,1,Summer,0.4386176,0.38402766,0.3566957,0.459957,0.05906063,,,,,,,
Aberdeen 33_11kV,2007-01-04 17:00:00,NSW,1,0.05902892,0.459957,0.59770113,0.6111111,0.55172414,0.0,1,0,0,17,3,1,Summer,0.47050282,0.37725192,0.36029884,0.43333477,0.05902892,,,,,,,
Aberdeen 33_11kV,2007-01-04 18:00:00,NSW,1,0.05894887,0.43333477,0.6072797,0.59770113,0.53065133,0.0,1,0,0,18,3,1,Summer,0.459957,0.36731565,0.36374488,0.43710485,0.05894887,,,,,,,
Aberdeen 33_11kV,2007-01-04 19:00:00,NSW,1,0.058960207,0.43710485,0.6015326,0.6072797,0.52681994,0.0,1,0,0,19,3,1,Summer,0.43333477,0.36958912,0.3664957,0.41248104,0.058960207,,,,,,,
Aberdeen 33_11kV,2007-01-04 20:00:00,NSW,1,0.058886167,0.41248104,0.59578544,0.6015326,0.5249042,0.0,1,0,0,20,3,1,Summer,0.43710485,0.37276202,0.36930886,0.4304183,0.058886167,,,,,,,
Aberdeen 33_11kV,2007-01-04 21:00:00,NSW,1,0.0589401,0.4304183,0.5804598,0.59578544,0.50383145,0.0,0,0,0,21,3,1,Summer,0.41248104,0.36670858,0.3709638,0.4001685,0.0589401,,,,,,,
Aberdeen 33_11kV,2007-01-04 22:00:00,NSW,1,0.058849145,0.4001685,0.5555556,0.5804598,0.48659003,0.0,0,0,0,22,3,1,Summer,0.4304183,0.36943176,0.3736184,0.42657763,0.058849145,,,,,,,
Aberdeen 33_11kV,2007-01-04 23:00:00,NSW,1,0.058928553,0.42657763,0.53065133,0.5555556,0.4731801,0.0,0,0,0,23,3,1,Summer,0.4001685,0.40308866,0.3748991,0.4431075,0.058928553,,,,,,,
Aberdeen 33_11kV,2007-01-05 00:00:00,NSW,1,0.058978256,0.4431075,0.5095785,0.53065133,0.46551725,0.0,0,0,0,0,4,1,Summer,0.42657763,0.4117575,0.3758778,0.33720583,0.058978256,,,,,,,
Aberdeen 33_11kV,2007-01-05 01:00:00,NSW,1,0.058659825,0.33720583,0.49616858,0.5095785,0.46360153,0.0,0,0,0,1,4,1,Summer,0.4431075,0.3225096,0.37718403,0.28311643,0.058659825,,,,,,,
Aberdeen 33_11kV,2007-01-05 02:00:00,NSW,1,0.058497187,0.28311643,0.4827586,0.49616858,0.45785442,0.0,0,0,0,2,4,1,Summer,0.33720583,0.2866573,0.37779638,0.25936604,0.058497187,,,,,,,
Aberdeen 33_11kV,2007-01-05 03:00:00,NSW,1,0.058425773,0.25936604,0.4731801,0.4827586,0.45210728,0.0,0,0,0,3,4,1,Summer,0.28311643,0.25612622,0.37764883,0.23723371,0.058425773,,,,,,,
Aberdeen 33_11kV,2007-01-05 04:00:00,NSW,1,0.058359224,0.23723371,0.46168584,0.4731801,0.45210728,0.0,0,0,0,4,4,1,Summer,0.25936604,0.25992107,0.37778383,0.23887777,0.058359224,,,,,,,
Aberdeen 33_11kV,2007-01-05 05:00:00,NSW,1,0.058364168,0.23887777,0.45210728,0.46168584,0.45210728,0.0,0,0,0,5,4,1,Summer,0.23723371,0.24928607,0.37683854,0.2814364,0.058364168,,,,,,,
Aberdeen 33_11kV,2007-01-05 06:00:00,NSW,1,0.058492135,0.2814364,0.45210728,0.45210728,0.4386973,0.0,0,0,0,6,4,1,Summer,0.23887777,0.285738,0.37640485,0.3233533,0.058492135,,,,,,,
Aberdeen 33_11kV,2007-01-05 07:00:00,NSW,1,0.058618173,0.3233533,0.45210728,0.45210728,0.44636014,0.0,1,0,0,7,4,1,Summer,0.2814364,0.33487168,0.37622562,0.35336277,0.058618173,,,,,,,
Aberdeen 33_11kV,2007-01-05 08:00:00,NSW,1,0.058708407,0.35336277,0.4770115,0.45210728,0.46551725,0.0,1,0,0,8,4,1,Summer,0.3233533,0.32563293,0.37574568,0.30180326,0.058708407,,,,,,,
Aberdeen 33_11kV,2007-01-05 09:00:00,NSW,1,0.058553375,0.30180326,0.5,0.4770115,0.4731801,0.0,1,0,0,9,4,1,Summer,0.35336277,0.37810183,0.3769011,0.3255264,0.058553375,,,,,,,
Aberdeen 33_11kV,2007-01-05 10:00:00,NSW,1,0.058624707,0.3255264,0.5421456,0.5,0.5019157,0.0,1,0,0,10,4,1,Summer,0.30180326,0.3809898,0.373722,0.33099753,0.058624707,,,,,,,
Aberdeen 33_11kV,2007-01-05 11:00:00,NSW,1,0.058641158,0.33099753,0.59195405,0.5421456,0.54789275,0.0,1,0,0,11,4,1,Summer,0.3255264,0.3895756,0.371411,0.3574141,0.058641158,,,,,,,
Aberdeen 33_11kV,2007-01-05 12:00:00,NSW,1,0.05872059,0.3574141,0.63793105,0.59195405,0.59195405,0.0,1,0,0,12,4,1,Summer,0.33099753,0.4011138,0.36897025,0.42320773,0.05872059,,,,,,,
Aberdeen 33_11kV,2007-01-05 13:00:00,NSW,1,0.05891842,0.42320773,0.6685824,0.63793105,0.62643677,0.0,1,0,0,13,4,1,Summer,0.3574141,0.4134375,0.36714944,0.46117365,0.05891842,,,,,,,
Aberdeen 33_11kV,2007-01-05 14:00:00,NSW,1,0.059032578,0.46117365,0.68199235,0.6685824,0.62068963,0.0,1,0,0,14,4,1,Summer,0.42320773,0.41618544,0.36755654,0.47499397,0.059032578,,,,,,,
Aberdeen 33_11kV,2007-01-05 15:00:00,NSW,1,0.059074134,0.47499397,0.6877395,0.68199235,0.61494255,0.0,1,0,0,15,4,1,Summer,0.46117365,0.4386176,0.36943105,0.48437393,0.059074134,,,,,,,
Aberdeen 33_11kV,2007-01-05 16:00:00,NSW,1,0.059102338,0.48437393,0.6800766,0.6877395,0.6111111,0.0,1,0,0,16,4,1,Summer,0.47499397,0.47050282,0.37094674,0.49561355,0.059102338,,,,,,,
Aberdeen 33_11kV,2007-01-05 17:00:00,NSW,1,0.059136134,0.49561355,0.65900385,0.6800766,0.59770113,0.0,1,0,0,17,4,1,Summer,0.48437393,0.459957,0.3715247,0.46725062,0.059136134,,,,,,,
Aberdeen 33_11kV,2007-01-05 18:00:00,NSW,1,0.05905085,0.46725062,0.64176244,0.65900385,0.6072797,0.0,1,0,0,18,4,1,Summer,0.49561355,0.43333477,0.37301037,0.48243997,0.05905085,,,,,,,
Aberdeen 33_11kV,2007-01-05 19:00:00,NSW,1,0.059096523,0.48243997,0.63793105,0.64176244,0.6015326,0.0,1,0,0,19,4,1,Summer,0.46725062,0.43710485,0.37442353,0.4565797,0.059096523,,,,,,,
Aberdeen 33_11kV,2007-01-05 20:00:00,NSW,1,0.059018765,0.4565797,0.6245211,0.63793105,0.59578544,0.0,1,0,0,20,4,1,Summer,0.48243997,0.41248104,0.3763125,0.45883825,0.059018765,,,,,,,
Aberdeen 33_11kV,2007-01-05 21:00:00,NSW,1,0.059025556,0.45883825,0.59578544,0.6245211,0.5804598,0.0,0,0,0,21,4,1,Summer,0.4565797,0.4304183,0.37814993,0.4548142,0.059025556,,,,,,,
Aberdeen 33_11kV,2007-01-05 22:00:00,NSW,1,0.059013456,0.4548142,0.5689655,0.59578544,0.5555556,0.0,0,0,0,22,4,1,Summer,0.45883825,0.4001685,0.3793341,0.45021403,0.059013456,,,,,,,
Aberdeen 33_11kV,2007-01-05 23:00:00,NSW,1,0.058999624,0.45021403,0.5440613,0.5689655,0.53065133,0.0,0,0,0,23,4,1,Summer,0.4548142,0.42657763,0.38161102,0.4398429,0.058999624,,,,,,,
Aberdeen 33_11kV,2007-01-06 00:00:00,NSW,1,0.05896844,0.4398429,0.5095785,0.5440613,0.5095785,0.0,0,0,1,0,5,1,Summer,0.45021403,0.4431075,0.38259587,0.33949292,0.05896844,,,,,,,
Aberdeen 33_11kV,2007-01-06 01:00:00,NSW,1,0.058666702,0.33949292,0.48659003,0.5095785,0.49616858,0.0,0,0,1,1,5,1,Summer,0.4398429,0.33720583,0.38245982,0.2925732,0.058666702,,,,,,,
Aberdeen 33_11kV,2007-01-06 02:00:00,NSW,1,0.058525622,0.2925732,0.4827586,0.48659003,0.4827586,0.0,0,0,1,2,5,1,Summer,0.33949292,0.28311643,0.38255513,0.2656561,0.058525622,,,,,,,
Aberdeen 33_11kV,2007-01-06 03:00:00,NSW,1,0.058444686,0.2656561,0.47509578,0.4827586,0.4731801,0.0,0,0,1,3,5,1,Summer,0.2925732,0.25936604,0.38294917,0.25419843,0.058444686,,,,,,,
Aberdeen 33_11kV,2007-01-06 04:00:00,NSW,1,0.058410235,0.25419843,0.46934867,0.47509578,0.46168584,0.0,0,0,1,4,5,1,Summer,0.2656561,0.23723371,0.38321126,0.24881403,0.058410235,,,,,,,
Aberdeen 33_11kV,2007-01-06 05:00:00,NSW,1,0.058394045,0.24881403,0.45785442,0.46934867,0.45210728,0.0,0,0,1,5,5,1,Summer,0.25419843,0.23887777,0.3839181,0.25428393,0.058394045,,,,,,,
Aberdeen 33_11kV,2007-01-06 06:00:00,NSW,1,0.05841049,0.25428393,0.46743295,0.45785442,0.45210728,0.0,0,0,1,6,5,1,Summer,0.24881403,0.2814364,0.38433212,0.27688828,0.05841049,,,,,,,
Aberdeen 33_11kV,2007-01-06 07:00:00,NSW,1,0.05847846,0.27688828,0.4731801,0.46743295,0.45210728,0.0,1,0,1,7,5,1,Summer,0.25428393,0.3233533,0.38320076,0.33518016,0.05847846,,,,,,,
Aberdeen 33_11kV,2007-01-06 08:00:00,NSW,1,0.058653735,0.33518016,0.5,0.4731801,0.4770115,0.0,1,0,1,8,5,1,Summer,0.27688828,0.35336277,0.38126472,0.36562946,0.058653735,,,,,,,
Aberdeen 33_11kV,2007-01-06 09:00:00,NSW,1,0.05874529,0.36562946,0.53065133,0.5,0.5,0.0,1,0,1,9,5,1,Summer,0.33518016,0.30180326,0.3805071,0.38302535,0.05874529,,,,,,,
Aberdeen 33_11kV,2007-01-06 10:00:00,NSW,1,0.058797598,0.38302535,0.57279694,0.53065133,0.5421456,0.0,1,0,1,10,5,1,Summer,0.36562946,0.3255264,0.38316655,0.40435362,0.058797598,,,,,,,
Aberdeen 33_11kV,2007-01-06 11:00:00,NSW,1,0.05886173,0.40435362,0.6302682,0.57279694,0.59195405,0.0,1,0,1,11,5,1,Summer,0.38302535,0.33099753,0.38556233,0.45774552,0.05886173,,,,,,,
Aberdeen 33_11kV,2007-01-06 12:00:00,NSW,1,0.05902227,0.45774552,0.6781609,0.6302682,0.63793105,0.0,1,0,1,12,5,1,Summer,0.40435362,0.3574141,0.38861883,0.46616408,0.05902227,,,,,,,
Aberdeen 33_11kV,2007-01-06 13:00:00,NSW,1,0.059047583,0.46616408,0.7126437,0.6781609,0.6685824,0.0,1,0,1,13,5,1,Summer,0.45774552,0.42320773,0.39279932,0.49767515,0.059047583,,,,,,,
Aberdeen 33_11kV,2007-01-06 14:00:00,NSW,1,0.059142333,0.49767515,0.72605366,0.7126437,0.68199235,0.0,1,0,1,14,5,1,Summer,0.46616408,0.46117365,0.39458916,0.4955132,0.059142333,,,,,,,
Aberdeen 33_11kV,2007-01-06 15:00:00,NSW,1,0.059135832,0.4955132,0.7241379,0.72605366,0.6877395,0.0,1,0,1,15,5,1,Summer,0.49767515,0.47499397,0.39611006,0.54242545,0.059135832,,,,,,,
Aberdeen 33_11kV,2007-01-06 16:00:00,NSW,1,0.05927689,0.54242545,0.71647507,0.7241379,0.6800766,0.0,1,0,1,16,5,1,Summer,0.4955132,0.48437393,0.39696503,0.5579778,0.05927689,,,,,,,
Aberdeen 33_11kV,2007-01-06 17:00:00,NSW,1,0.059323654,0.5579778,0.697318,0.71647507,0.65900385,0.0,1,0,1,17,5,1,Summer,0.54242545,0.49561355,0.39938384,0.5778615,0.059323654,,,,,,,
